script,original_url,timestamp,digest,query,local_file
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp?t=5,20021005043248,DOO4GSQWOQFXITPFFT2DYN6USG473IOX,t=5,20021005043248_DOO4GSQW.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp?t=5,20030219040531,DOO4GSQWOQFXITPFFT2DYN6USG473IOX,t=5,20021005043248_DOO4GSQW.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp?t=5,20030405145014,DOO4GSQWOQFXITPFFT2DYN6USG473IOX,t=5,20021005043248_DOO4GSQW.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp?t=5,20030811125842,EOOGAWAKNTASTO5PVNE4P4COT5XA4FZ7,t=5,20030811125842_EOOGAWAK.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp?t=5,20040202192116,EOOGAWAKNTASTO5PVNE4P4COT5XA4FZ7,t=5,20030811125842_EOOGAWAK.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp?t=5,20030621182418,J3KEUYC7FOGP2B2WAEGSNPWKGBKKS2ZF,t=5,20030621182418_J3KEUYC7.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20041016204234,KD5W37YNMQKYRJCLYJHDS3ZTQIRFIRNP,,20041016204234_KD5W37YN.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20050409211941,LUSP332RQBBYM5IZQVPZTOTDCBB75YH6,,20050409211941_LUSP332R.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20050906150333,LUSP332RQBBYM5IZQVPZTOTDCBB75YH6,,20050409211941_LUSP332R.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp?t=5,20010711231919,M2X6K2Z7ONSXAHLPXP6HNLILHDG3M27V,t=5,20010711231919_M2X6K2Z7.html
