bsnpr_id,season,franchise_id,games,points,players_source_url,jug05_source_url,jug05_team_raw,jug05_retrieved_at
120,2003,titanes_morovis,14,142,https://web.archive.org/web/20091209192040id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=120&e=,https://web.archive.org/web/20061119230941id_/http://www.bsnpr.com/jug05.asp?r2=462736RX0U&r3=00147&r=00064&e=CAGUAS,MOROVIS,2026-09-10T02:02:15Z
120,2004,cangrejeros_santurce,29,190,https://web.archive.org/web/20091209192040id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=120&e=,https://web.archive.org/web/20061119230941id_/http://www.bsnpr.com/jug05.asp?r2=462736RX0U&r3=00147&r=00064&e=CAGUAS,SANTURCE,2026-09-10T02:02:15Z
135,1999,mets_guaynabo,29,447,https://web.archive.org/web/20140122195630id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=135&e=,https://web.archive.org/web/20061005151722id_/http://www.bsnpr.com:80/jug05.asp?r3=00011&r2=462666RWXV&r=00004&e=,GUAYNABO,2026-09-10T01:55:25Z
135,2001,capitanes_arecibo,21,272,https://web.archive.org/web/20140122195630id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=135&e=,https://web.archive.org/web/20061005151722id_/http://www.bsnpr.com:80/jug05.asp?r3=00011&r2=462666RWXV&r=00004&e=,ARECIBO,2026-09-10T01:55:25Z
135,2002,capitanes_arecibo,30,467,https://web.archive.org/web/20140122195630id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=135&e=,https://web.archive.org/web/20061005151722id_/http://www.bsnpr.com:80/jug05.asp?r3=00011&r2=462666RWXV&r=00004&e=,ARECIBO,2026-09-10T01:55:25Z
135,2003,capitanes_arecibo,30,536,https://web.archive.org/web/20140122195630id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=135&e=,https://web.archive.org/web/20061005151722id_/http://www.bsnpr.com:80/jug05.asp?r3=00011&r2=462666RWXV&r=00004&e=,ARECIBO,2026-09-10T01:55:25Z
135,2004,capitanes_arecibo,19,311,https://web.archive.org/web/20140122195630id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=135&e=,https://web.archive.org/web/20061005151722id_/http://www.bsnpr.com:80/jug05.asp?r3=00011&r2=462666RWXV&r=00004&e=,ARECIBO,2026-09-10T01:55:25Z
136,1993,criollos_caguas,34,356,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,1994,criollos_caguas,29,151,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,1995,criollos_caguas,27,104,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,1996,criollos_caguas,33,277,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,1997,criollos_caguas,31,241,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,1998,criollos_caguas,30,217,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,1999,criollos_caguas,31,175,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,2000,criollos_caguas,27,131,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,2002,criollos_caguas,30,250,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,2003,criollos_caguas,15,105,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAGUAS,2026-09-10T01:54:20Z
136,2004,,12,159,https://web.archive.org/web/20080501071021id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=136&e=13,https://web.archive.org/web/20061206190144id_/http://www.bsnpr.com:80/jug05.asp?r3=00042&r2=462676RWYI&r=00057&e=,CAYEY,2026-09-10T01:54:20Z
143,1992,brujos_guayama,12,10,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,GUAYAMA,2026-09-10T01:55:54Z
143,1993,brujos_guayama,13,21,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,GUAYAMA,2026-09-10T01:55:54Z
143,1994,brujos_guayama,24,181,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,GUAYAMA,2026-09-10T01:55:54Z
