franchise_id,season,season_source,slug,timestamp,original_url,status,local_file
leones_ponce,2010,year_param,Leones_de_Ponce,20140122015859,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2010,ok,leones_ponce_2010.html
leones_ponce,2013,year_param,Leones_de_Ponce,20140122015914,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2013,ok,leones_ponce_2013.html
leones_ponce,2014,capture_year,Leones_de_Ponce,20141015195236,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954,ok,leones_ponce_2014.html
leones_ponce,2015,year_param,Leones_de_Ponce,20140805073013,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2014-2015,ok,leones_ponce_2015.html
leones_ponce,2016,capture_year,Leones-de-Ponce,20161229064452,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones-de-Ponce/1954?,ok,leones_ponce_2016.html
leones_ponce,2017,year_param,Leones-de-Ponce,20170703122929,http://basketball.latinbasket.com/team/Puerto-Rico/Leones-de-Ponce/1954?Year=2016-2017,ok,leones_ponce_2017.html
leones_ponce,2018,capture_year,Leones-de-Ponce,20181012123736,https://basketball.latinbasket.com/team/Puerto-Rico/Leones-de-Ponce/1954,ok,leones_ponce_2018.html
leones_ponce,2019,capture_year,Leones-de-Ponce,20190721092056,https://basketball.latinbasket.com/team/Puerto-Rico/Leones-de-Ponce/1954,ok,leones_ponce_2019.html
leones_ponce,2020,capture_year,Leones_de_Ponce,20201120205546,https://basketball.latinbasket.com/team/Puerto-Rico/Leones_de_Ponce/1954,ok,leones_ponce_2020.html
maratonistas_coamo,2013,capture_year,Maratonistas_de_Coamo,20131202060225,http://basketball.latinbasket.com:80/team/Puerto-Rico/Maratonistas_de_Coamo/1976,ok,maratonistas_coamo_2013.html
maratonistas_coamo,2014,capture_year,Maratonistas_de_Coamo,20141221074114,http://basketball.latinbasket.com:80/team/Puerto-Rico/Maratonistas_de_Coamo/1976,ok,maratonistas_coamo_2014.html
maratonistas_coamo,2015,capture_year,Maratonistas_de_Coamo,20150516113803,http://basketball.latinbasket.com:80/team/Puerto-Rico/Maratonistas_de_Coamo/1976,ok,maratonistas_coamo_2015.html
maratonistas_coamo,2016,capture_year,Maratonistas_de_Coamo,20160215223602,http://basketball.latinbasket.com/team/Puerto-Rico/Maratonistas_de_Coamo/1976,ok,maratonistas_coamo_2016.html
mets_guaynabo,2013,capture_year,Mets_de_Guaynabo,20131122110300,http://basketball.latinbasket.com:80/team/Puerto-Rico/Mets_de_Guaynabo/9280,ok,mets_guaynabo_2013.html
mets_guaynabo,2014,capture_year,Mets_de_Guaynabo,20140831095153,http://basketball.latinbasket.com:80/team/Puerto-Rico/Mets_de_Guaynabo/9280,ok,mets_guaynabo_2014.html
mets_guaynabo,2015,capture_year,Mets_de_Guaynabo,20150517050747,http://basketball.latinbasket.com:80/team/Puerto-Rico/Mets_de_Guaynabo/9280?,ok,mets_guaynabo_2015.html
mets_guaynabo,2017,capture_year,Mets-de-Guaynabo,20171117015636,http://basketball.latinbasket.com/team/Puerto-Rico/Mets-de-Guaynabo/9280,ok,mets_guaynabo_2017.html
mets_guaynabo,2020,capture_year,Mets-de-Guaynabo,20200716011902,https://basketball.latinbasket.com/team/Puerto-Rico/Mets-de-Guaynabo/9280,ok,mets_guaynabo_2020.html
piratas_quebradillas,2013,capture_year,Pirates_de_Quebradillas,20131202234733,http://basketball.latinbasket.com/team/Puerto-Rico/Pirates_de_Quebradillas/1963,ok,piratas_quebradillas_2013.html
piratas_quebradillas,2014,capture_year,Pirates_de_Quebradillas,20141023042329,http://basketball.latinbasket.com:80/team/Puerto-Rico/Pirates_de_Quebradillas/1963?,ok,piratas_quebradillas_2014.html
piratas_quebradillas,2015,capture_year,Piratas_de_Quebradillas,20150416045639,http://basketball.latinbasket.com:80/team/Puerto-Rico/Piratas_de_Quebradillas/20147,ok,piratas_quebradillas_2015.html
piratas_quebradillas,2016,capture_year,Piratas-de-Quebradillas,20160712151212,http://basketball.latinbasket.com:80/team/Puerto-Rico/Piratas-de-Quebradillas/20147,ok,piratas_quebradillas_2016.html
piratas_quebradillas,2017,capture_year,Piratas_de_Quebradillas,20171105001102,http://basketball.latinbasket.com/team/Puerto-Rico/Piratas_de_Quebradillas/20147?Page=1,ok,piratas_quebradillas_2017.html
piratas_quebradillas,2018,capture_year,Piratas-de-Quebradillas,20181012123815,https://basketball.latinbasket.com/team/Puerto-Rico/Piratas-de-Quebradillas/20147,ok,piratas_quebradillas_2018.html
piratas_quebradillas,2019,capture_year,Piratas-de-Quebradillas,20190721090530,https://basketball.latinbasket.com/team/Puerto-Rico/Piratas-de-Quebradillas/20147,ok,piratas_quebradillas_2019.html
santeros_aguada,2016,year_param,Santeros-de-Aguada,20160517211325,http://basketball.latinbasket.com:80/team/Puerto-Rico/Santeros-de-Aguada/1976?Year=2016,ok,santeros_aguada_2016.html
