obs_source,player_raw,club_raw,season,candidate_ids,candidate_names,club_franchise_id,club_match_ids,reason
player_season_leaders.csv,"Stockton, David",Mets,2021,13286,"Stockton, David",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Suarez, Rasham",Indios,2019,12961,"Suarez Donis, Rasham",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Suero, Gerardo",Vaqueros,2019,13209,"Suero, Gerardo",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Suero, Gerardo",Cariduros,2020,13209,"Suero, Gerardo",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Suero, Gerardo",Grises,2021,13209,"Suero, Gerardo",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Sweetney, Michael",Vaqueros,2012,2651,"Sweetney, Michael",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,TEO CRUZ,SANTURCE,1960,2200,"Cruz Downs, Teofilo",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,TEO CRUZ,SANTURCE,1962,2200,"Cruz Downs, Teofilo",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Taylor, Tyshawn",,2014,2888,"Taylor, Tyshawn",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Terry, Reyshawn",,2018,13000,"Terry, Reyshawn",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Terry, Reyshawn",Vaqueros,2020,13000,"Terry, Reyshawn",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Thomas, A.",Capitanes de Arecibo,2002,21,"Thomas, Aki",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Thompson, Deon",Leones,2021,13306,"Thompson, Deon",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Torres, Eddie",Piratas,1986,501,"Torres Espinosa, Eddie",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Torres, Orlando",Brujos,1986,1758,"Torres Lopez, Orlando",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Tyler, Jeremy",Indios,2020,13227,"Tyler, Jeremy",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Uter, Adrian",Leones,2019,2866,"Uter, Adrian",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Uter, Adrian",Vaqueros,2021,2866,"Uter, Adrian",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Valentin, O.",Polluelos de Aibonito,2001,1743,"Valentin, Omar e.",polluelos_aibonito,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Vargas, Gregory",Brujos,2014,2887,"Vargas, Gregory",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Vassallo, Danny",Capitanes,1986,434,"Vassallo Ocasio, Danny",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Vazquez, J.",Gallitos de Isabela,2002,13138,"Vazquez Candelaria, Jason S.",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Wafer, Vakeaton """,Indios,2014,12919,"Wafer, Vakeaton",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Walker, Antoine",Mets,2010,2629,"Walker, Antoine",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Watson, A.",Maratonistas de Coamo,2001,191,"Watson, Antonio",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Wesley, Tai",Brujos,2019,13198,"Wesley, Tai",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"White, J.",Gigantes de Carolina,2001,1287,"White, Joseph",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"White, J.",Gigantes de Carolina,2002,1287,"White, Joseph",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"White, Joe",CAROL,2001,1287,"White, Joseph",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"White, Joe",CAROL,2002,1287,"White, Joseph",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Wilkinson, Gary",Vaqueros,2014,2768,"Wilkinson, Gary",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Williams, Devin",,2018,13161,"Williams, Devin",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Williams, Marcus",,2018,2586,"Williams, Marcus",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Wingate, Major",Caciques,2010,2452,"Wingate, Major",caciques_humacao,2452,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Young, Mike",,2018,13167,"Young, Mike",,,"unique name match, season not in known career span (or player has no profile yet)"
