bsnpr_id,season,team_raw,games,points,source_id,source_url,retrieved_at
2697,2017,"Leones, Ponce",18,330,wayback_bsnpr_players,https://web.archive.org/web/20170715112602id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2697&e=,2026-09-08T14:56:22Z
2698,2011,"Atleticos, San German",15,65,wayback_bsnpr_players,https://web.archive.org/web/20130427232728id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2698&e=,2026-09-08T14:56:24Z
2698,2012,"Atleticos, San German",29,172,wayback_bsnpr_players,https://web.archive.org/web/20130427232728id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2698&e=,2026-09-08T14:56:24Z
2698,2013,"Atleticos, San German",7,55,wayback_bsnpr_players,https://web.archive.org/web/20130427232728id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2698&e=,2026-09-08T14:56:24Z
2698,2013,"Caciques-Gigantes, Humacao-Carolina",1,3,wayback_bsnpr_players,https://web.archive.org/web/20130427232728id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2698&e=,2026-09-08T14:56:24Z
2700,2011,"Indios, Mayaguez",16,77,wayback_bsnpr_players,https://web.archive.org/web/20170801070134id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2700&e=,2026-09-08T14:56:26Z
2700,2015,"Atenienses, Manati",27,179,wayback_bsnpr_players,https://web.archive.org/web/20170801070134id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2700&e=,2026-09-08T14:56:26Z
2700,2015,"Vaqueros, Bayamon",11,48,wayback_bsnpr_players,https://web.archive.org/web/20170801070134id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2700&e=,2026-09-08T14:56:26Z
2700,2016,"Caciques, Humacao",36,358,wayback_bsnpr_players,https://web.archive.org/web/20170801070134id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2700&e=,2026-09-08T14:56:26Z
2700,2017,"Caciques-Gallitos, Humacao-Isabela",12,118,wayback_bsnpr_players,https://web.archive.org/web/20170801070134id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2700&e=,2026-09-08T14:56:26Z
2701,2011,"Maratonistas, Coamo",5,57,wayback_bsnpr_players,https://web.archive.org/web/20171222053517id_/http://www.bsnpr.com/jugadores/jugador.asp?id=2701,2026-09-08T14:56:28Z
2701,2013,"Caciques, Humacao",2,1,wayback_bsnpr_players,https://web.archive.org/web/20171222053517id_/http://www.bsnpr.com/jugadores/jugador.asp?id=2701,2026-09-08T14:56:28Z
2701,2015,"Maratonistas, Coamo",20,275,wayback_bsnpr_players,https://web.archive.org/web/20171222053517id_/http://www.bsnpr.com/jugadores/jugador.asp?id=2701,2026-09-08T14:56:28Z
2701,2016,"Santeros, Aguada",12,109,wayback_bsnpr_players,https://web.archive.org/web/20171222053517id_/http://www.bsnpr.com/jugadores/jugador.asp?id=2701,2026-09-08T14:56:28Z
2701,2017,"Santeros, Aguada",32,391,wayback_bsnpr_players,https://web.archive.org/web/20171222053517id_/http://www.bsnpr.com/jugadores/jugador.asp?id=2701,2026-09-08T14:56:28Z
2702,2011,"Caciques, Humacao",22,332,wayback_bsnpr_players,https://web.archive.org/web/20170817054953id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2702&e=2,2026-09-08T14:56:30Z
2702,2013,"Caciques, Humacao",34,497,wayback_bsnpr_players,https://web.archive.org/web/20170817054953id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2702&e=2,2026-09-08T14:56:30Z
2702,2014,"Caciques, Humacao",25,375,wayback_bsnpr_players,https://web.archive.org/web/20170817054953id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2702&e=2,2026-09-08T14:56:30Z
2702,2015,"Capitanes, Arecibo",19,64,wayback_bsnpr_players,https://web.archive.org/web/20170817054953id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2702&e=2,2026-09-08T14:56:30Z
2702,2016,"Capitanes, Arecibo",11,102,wayback_bsnpr_players,https://web.archive.org/web/20170817054953id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2702&e=2,2026-09-08T14:56:30Z
2702,2017,"Capitanes, Arecibo",34,433,wayback_bsnpr_players,https://web.archive.org/web/20170817054953id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2702&e=2,2026-09-08T14:56:30Z
2703,2011,"Caciques, Humacao",19,403,wayback_bsnpr_players,https://web.archive.org/web/20181225081033id_/https://www.bsnpr.com/jugadores/jugador.asp?id=2703,2026-09-08T14:56:32Z
2703,2016,"Caciques, Humacao",2,42,wayback_bsnpr_players,https://web.archive.org/web/20181225081033id_/https://www.bsnpr.com/jugadores/jugador.asp?id=2703,2026-09-08T14:56:32Z
2704,2011,"Atleticos, San German",7,2,wayback_bsnpr_players,https://web.archive.org/web/20110624051248id_/http://bsnpr.com:80/jugadores/jugador.asp?id=2704&e=7,2026-09-08T14:56:34Z
