game_id,season,date,script,team_a_raw,score_a,team_b_raw,score_b,quarters_a,quarters_b,confidence,source_id,source_url,retrieved_at
BS21127,2001,2001-06-22,gamestatwide.asp,ISABELA,81,BAYAMON,89,16-23-27-15-0-0,26-20-18-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020215233912id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21127&grupo=,2026-09-08T15:41:57Z
BS21128,2001,2001-06-22,gamestatwide.asp,AIBONITO,96,SAN GERMAN,75,20-28-18-30-0-0,21-17-19-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223134834id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21128&GRUPO=PO99&SERIE=4,2026-09-08T15:40:13Z
BS21128,2001,2001-06-22,gamestatwide.asp,AIBONITO,96,SAN GERMAN,75,20-28-18-30-0-0,21-17-19-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224204721id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21128&grupo=,2026-09-08T15:41:26Z
BS21132,2001,2001-06-23,gamestatwide.asp,PONCE,91,GUAYAMA,78,20-15-23-33-0-0,15-21-14-28-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020423092128id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21132&grupo=,2026-09-08T15:42:13Z
BS21134,2001,2001-06-24,gamestatwide.asp,BAYAMON,88,COAMO,94,26-17-12-27-6-0,22-22-20-18-12-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011126000503id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21134&grupo=,2026-09-08T15:39:27Z
BS21135,2001,2001-06-24,gamestatwide.asp,CAGUAS,102,SANTURCE,88,22-27-26-27-0-0,23-23-24-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101180510id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21135&grupo=,2026-09-08T15:37:46Z
BS21137,2001,2001-06-24,gamestatwide.asp,MAYAGUEZ,121,SAN GERMAN,119,19-24-26-36-16-0,30-20-29-26-14-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223135524id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21137&GRUPO=PO99&SERIE=4,2026-09-08T15:40:16Z
BS21137,2001,2001-06-24,gamestatwide.asp,MAYAGUEZ,121,SAN GERMAN,119,19-24-26-36-16-0,30-20-29-26-14-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224204813id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21137&grupo=,2026-09-08T15:41:29Z
BS21139,2001,2001-06-25,gamestatwide.asp,SAN GERMAN,127,ISABELA,88,20-31-31-45-0-0,26-13-27-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223140833id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21139&GRUPO=PO99&SERIE=4,2026-09-08T15:40:18Z
BS21142,2001,2001-06-26,gamestatwide.asp,BAYAMON,95,MAYAGUEZ,80,28-23-22-22-0-0,17-20-20-23-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011126001118id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21142&grupo=,2026-09-08T15:39:28Z
BS21145,2001,2001-06-27,gamestatwide.asp,AIBONITO,84,BAYAMON,86,15-19-24-26-0-0,27-22-18-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011126002101id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21145&grupo=,2026-09-08T15:39:30Z
BS21148,2001,2001-06-27,gamestatwide.asp,SAN GERMAN,114,ARECIBO,97,22-21-29-42-0-0,23-21-16-37-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223142231id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21148&GRUPO=PO99&SERIE=4,2026-09-08T15:40:21Z
BS21148,2001,2001-06-27,gamestatwide.asp,SAN GERMAN,114,ARECIBO,97,22-21-29-42-0-0,23-21-16-37-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224210305id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21148&grupo=,2026-09-08T15:41:32Z
BS21151,2001,2001-06-28,gamestatwide.asp,COAMO,107,SAN GERMAN,93,29-22-19-37-0-0,18-24-33-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010901052315id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21151&GRUPO=PO99&SERIE=4,2026-09-08T15:36:38Z
BS21151,2001,2001-06-28,gamestatwide.asp,COAMO,107,SAN GERMAN,93,29-22-19-37-0-0,18-24-33-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224210909id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21151&grupo=,2026-09-08T15:41:34Z
BS21152,2001,2001-06-28,gamestatwide.asp,PONCE,106,SANTURCE,100,22-21-35-28-0-0,23-31-15-31-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101181536id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21152&grupo=,2026-09-08T15:37:49Z
BS21153,2001,2001-06-29,gamestatwide.asp,BAYAMON,117,CAROLINA,84,33-29-29-26-0-0,14-13-27-30-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020220062305id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21153&grupo=,2026-09-08T15:42:03Z
BS21155,2001,2001-06-30,gamestatwide.asp,QUEBRADILLAS,90,SANTURCE,106,17-32-22-19-0-0,35-24-24-23-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101181850id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21155&grupo=,2026-09-08T15:37:58Z
BS21157,2001,2001-06-30,gamestatwide.asp,SAN GERMAN,108,MOROVIS,97,32-25-24-28-0-0,20-25-24-28-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223144456id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21157&GRUPO=PO99&SERIE=4,2026-09-08T15:40:24Z
BS21157,2001,2001-06-30,gamestatwide.asp,SAN GERMAN,108,MOROVIS,97,32-25-24-28-0-0,20-25-24-28-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224211047id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21157&grupo=,2026-09-08T15:41:36Z
BS21158,2001,2001-06-30,gamestatwide.asp,PONCE,131,CAROLINA,94,35-31-31-34-0-0,28-20-19-27-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020424203541id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21158&grupo=,2026-09-08T15:42:28Z
BS21160,2001,2001-07-01,gamestatwide.asp,BAYAMON,126,ARECIBO,100,30-33-30-33-0-0,23-22-21-34-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201124558id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21160&grupo=,2026-09-08T15:39:44Z
BS21165,2001,2001-07-02,gamestatwide.asp,SANTURCE,102,CAROLINA,80,21-24-28-29-0-0,18-20-23-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101181818id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21165&grupo=,2026-09-08T15:37:55Z
BS21167,2001,2001-07-03,gamestatwide.asp,CAGUAS,96,BAYAMON,84,23-31-19-23-0-0,21-19-25-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201125437id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21167&grupo=,2026-09-08T15:39:46Z
BS21168,2001,2001-07-03,gamestatwide.asp,QUEBRADILLAS,90,PONCE,88,27-30-26-7-0-0,32-15-24-17-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020424203849id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21168&grupo=,2026-09-08T15:42:30Z
BS21169,2001,2001-07-03,gamestatwide.asp,AIBONITO,78,SANTURCE,86,16-24-16-22-0-0,27-19-20-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101182923id_/http://www.bsnpr.com:80/gamestatwide.asp?grupo=&r=BS21169,2026-09-08T15:38:11Z
BS21171,2001,2001-07-04,gamestatwide.asp,BAYAMON,102,MOROVIS,85,19-28-25-30-0-0,22-11-27-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201130642id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21171&grupo=,2026-09-08T15:39:51Z
BS21172,2001,2001-07-04,gamestatwide.asp,QUEBRADILLAS,100,AIBONITO,95,28-26-28-18-0-0,21-16-27-31-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020430220019id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21172&grupo=,2026-09-08T15:42:42Z
BS21173,2001,2001-07-04,gamestatwide.asp,SAN GERMAN,122,CAGUAS,109,34-35-20-33-0-0,38-20-26-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224201540id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21173&grupo=,2026-09-08T15:41:19Z
BS21176,2001,2001-07-05,gamestatwide.asp,COAMO,111,SANTURCE,122,20-25-30-17-11-8,21-29-22-20-11-19,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101183536id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21176&grupo=,2026-09-08T15:38:16Z
BS21184,2001,2001-07-18,gamestatwide.asp,SANTURCE,114,QUEBRADILLAS,78,30-27-27-30-0-0,23-19-15-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101183731id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21184&grupo=,2026-09-08T15:38:22Z
BS21185,2001,2001-07-18,gamestatwide.asp,BAYAMON,90,CAGUAS,69,24-24-12-30-0-0,9-17-28-15-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201131532id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21185&grupo=,2026-09-08T15:39:53Z
BS21186,2001,2001-07-18,gamestatwide.asp,SAN GERMAN,107,AIBONITO,106,22-25-20-26-14-0,29-22-22-20-13-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010901052947id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21186&GRUPO=PO99&SERIE=4,2026-09-08T15:36:40Z
BS21188,2001,2001-07-19,gamestatwide.asp,CAGUAS,83,SANTURCE,97,19-18-24-21-0-0,23-16-25-23-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101183537id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21188&grupo=,2026-09-08T15:38:18Z
BS21189,2001,2001-07-19,gamestatwide.asp,AIBONITO,72,BAYAMON,81,20-7-21-24-0-0,16-16-21-23-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201132448id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21189&grupo=,2026-09-08T15:39:56Z
BS21190,2001,2001-07-19,gamestatwide.asp,MAYAGUEZ,109,SAN GERMAN,80,29-27-30-23-0-0,19-21-24-16-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223150631id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21190&GRUPO=PO99&SERIE=4,2026-09-08T15:40:26Z
BS21190,2001,2001-07-19,gamestatwide.asp,MAYAGUEZ,109,SAN GERMAN,80,29-27-30-23-0-0,19-21-24-16-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224202442id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21190&grupo=,2026-09-08T15:41:21Z
BS21192,2001,2001-07-21,gamestatwide.asp,SANTURCE,92,MAYAGUEZ,84,22-18-25-27-0-0,23-24-22-15-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101184719id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21192&grupo=,2026-09-08T15:38:32Z
BS21193,2001,2001-07-21,gamestatwide.asp,QUEBRADILLAS,95,BAYAMON,86,29-19-24-23-0-0,17-26-21-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201133900id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21193&grupo=,2026-09-08T15:40:00Z
BS21194,2001,2001-07-21,gamestatwide.asp,CAGUAS,111,SAN GERMAN,124,31-28-19-25-8-0,24-28-27-24-21-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223152022id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21194&GRUPO=PO99&SERIE=4,2026-09-08T15:40:28Z
BS21196,2001,2001-07-22,gamestatwide.asp,PONCE,93,SANTURCE,96,27-28-15-23-0-0,27-32-16-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101174305id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21196&grupo=,2026-09-08T15:37:32Z
BS21197,2001,2001-07-22,gamestatwide.asp,SAN GERMAN,112,BAYAMON,105,18-38-24-32-0-0,36-23-27-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223153255id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21197&grupo=,2026-09-08T15:40:32Z
BS21200,2001,2001-07-24,gamestatwide.asp,SANTURCE,122,SAN GERMAN,86,37-21-22-42-0-0,25-17-24-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010901043406id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21200&GRUPO=PO99&SERIE=4,2026-09-08T15:36:32Z
BS21200,2001,2001-07-24,gamestatwide.asp,SANTURCE,122,SAN GERMAN,86,37-21-22-42-0-0,25-17-24-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010917105006id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21200&grupo=,2026-09-08T15:36:42Z
BS21201,2001,2020-07-24,gamestatwide.asp,PONCE,73,BAYAMON,81,26-27-31-41-0-0,29-19-17-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020220060202id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21201&grupo=,2026-09-08T15:42:01Z
BS21204,2001,2001-07-25,gamestatwide.asp,BAYAMON,74,SANTURCE,75,25-19-20-20-0-0,20-18-17-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101175700id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21204&grupo=,2026-09-08T15:37:36Z
BS21205,2001,2001-07-25,gamestatwide.asp,SAN GERMAN,124,PONCE,102,30-27-33-334-0-0,29-27-18-28-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224205521id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21205&grupo=,2026-09-08T15:41:30Z
BS21205,2001,2001-07-25,gamestatwide.asp,SAN GERMAN,124,PONCE,102,30-27-33-334-0-0,29-27-18-28-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020417020902id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21205&GRUPO=PO99&SERIE=4,2026-09-08T15:42:07Z
BS21206,2001,2001-07-25,gamestatwide.asp,CAGUAS,105,QUEBRADILLAS,110,28-24-20-33-0-0,23-29-24-34-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020430220745id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21206&grupo=,2026-09-08T15:42:47Z
BS21208,2001,2001-07-27,gamestatwide.asp,AIBONITO,86,SANTURCE,98,27-20-29-10-0-0,31-19-26-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101180354id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21208&grupo=,2026-09-08T15:37:44Z
BS21209,2001,2001-07-27,gamestatwide.asp,BAYAMON,86,MAYAGUEZ,74,27-21-21-17-0-0,23-16-15-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201122655id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21209&grupo=,2026-09-08T15:39:38Z
BS21210,2001,2001-07-27,gamestatwide.asp,SAN GERMAN,122,QUEBRADILLAS,113,29-30-29-34-0-0,42-11-25-2233-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011223160921id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21210&grupo=,2026-09-08T15:40:39Z
BS21212,2001,2001-07-28,gamestatwide.asp,QUEBRADILLAS,94,SANTURCE,100,17-21-25-21-0-0,33-21-25-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101181030id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21212&grupo=,2026-09-08T15:37:48Z
BS21213,2001,2001-07-28,gamestatwide.asp,CAGUAS,80,BAYAMON,94,21-21-20-18-0-0,18-28-18-30-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201123503id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21213&grupo=,2026-09-08T15:39:40Z
BS21216,2001,2001-07-30,gamestatwide.asp,SANTURCE,100,CAGUAS,98,24-25-25-26-0-0,26-24-25-23-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101181954id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21216&grupo=,2026-09-08T15:38:00Z
BS21218,2001,2001-07-30,gamestatwide.asp,SAN GERMAN,99,MAYAGUEZ,82,24-25-26-24-0-0,26-29-14-13-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020417022554id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21218&grupo=,2026-09-08T15:42:09Z
BS21220,2001,2001-07-31,gamestatwide.asp,SANTURCE,93,AIBONITO,78,20-20-33-20-0-0,19-19-26-29-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101181706id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21220&grupo=,2026-09-08T15:37:51Z
BS21221,2001,2001-07-31,gamestatwide.asp,MAYAGUEZ,102,BAYAMON,106,29-23-25-25-0-0,32-28-24-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020221152025id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21221&grupo=,2026-09-08T15:42:05Z
BS21224,2001,2001-08-02,gamestatwide.asp,SANTURCE,102,PONCE,72,27-20-23-22-0-0,14-25-22-11-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101182914id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21224&grupo=,2026-09-08T15:38:08Z
BS21225,2001,2001-08-02,gamestatwide.asp,BAYAMON,83,SAN GERMAN,72,19-27-8-29-0-0,19-21-13-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201130428id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21225&grupo=,2026-09-08T15:39:48Z
BS21226,2001,2001-08-02,gamestatwide.asp,QUEBRADILLAS,127,MAYAGUEZ,102,33-24-34-36-0-0,27-19-21-35-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020430215326id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21226&grupo=,2026-09-08T15:42:40Z
BS21228,2001,2001-08-03,gamestatwide.asp,SAN GERMAN,121,SANTURCE,112,35-27-36-23-0-0,24-28-26-34-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010901045814id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21228&GRUPO=PO99&SERIE=4,2026-09-08T15:36:34Z
BS21228,2001,2001-08-03,gamestatwide.asp,SAN GERMAN,121,SANTURCE,112,35-27-36-23-0-0,24-28-26-34-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010917105704id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21228&grupo=,2026-09-08T15:36:44Z
BS21229,2001,2001-08-03,gamestatwide.asp,BAYAMON,87,PONCE,96,19-23-20-25-0-0,26-20-18-32-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201132404id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21229&grupo=,2026-09-08T15:39:55Z
BS21232,2001,2001-08-05,gamestatwide.asp,SANTURCE,77,BAYAMON,76,17-15-19-25-0-0,20-15-20-21-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101182959id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21232&grupo=,2026-09-08T15:38:13Z
BS21233,2001,2001-08-05,gamestatwide.asp,AIBONITO,99,SAN GERMAN,101,31-17-31-20-0-0,22-24-31-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010917110131id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21233&grupo=,2026-09-08T15:36:46Z
BS21235,2001,2020-08-05,gamestatwide.asp,MAYAGUEZ,94,PONCE,89,0-0-0-0-0-0,0-0-0-0-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020424205207id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21235&grupo=,2026-09-08T15:42:32Z
BS21236,2001,2001-08-06,gamestatwide.asp,MAYAGUEZ,92,SANTURCE,71,25-29-16-22-0-0,22-18-15-16-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101183808id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21236&grupo=,2026-09-08T15:38:24Z
BS21237,2001,2001-08-06,gamestatwide.asp,BAYAMON,125,QUEBRADILLAS,89,26-27-31-41-0-0,29-19-17-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201133020id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21237&grupo=,2026-09-08T15:39:58Z
BS21238,2001,2001-08-06,gamestatwide.asp,SAN GERMAN,122,CAGUAS,110,31-31-35-25-0-0,20-30-35-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010901050921id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21238&GRUPO=PO99&SERIE=4,2026-09-08T15:36:36Z
BS21238,2001,2001-08-06,gamestatwide.asp,SAN GERMAN,122,CAGUAS,110,31-31-35-25-0-0,20-30-35-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20010917110812id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21238&grupo=,2026-09-08T15:36:48Z
BS21238,2001,2001-08-06,gamestatwide.asp,SAN GERMAN,122,CAGUAS,110,31-31-35-25-0-0,20-30-35-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224200933id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21238&grupo=,2026-09-08T15:41:17Z
BS21300,2001,2001-08-31,gamestatwide.asp,SANTURCE,79,PONCE,76,14-23-20-22-0-0,20-28-12-16-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011212155923id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21300&grupo=,2026-09-08T15:40:05Z
BS21301,2001,2001-09-01,gamestatwide.asp,BAYAMON,88,SAN GERMAN,81,26-18-19-25-0-0,22-15-21-23-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201134040id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21301&grupo=,2026-09-08T15:40:02Z
BS21303,2001,2001-09-03,gamestatwide.asp,SAN GERMAN,88,BAYAMON,83,22-19-17-30-0-0,25-21-19-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011020072803id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21303&grupo=,2026-09-08T15:37:13Z
BS21304,2001,2001-09-04,gamestatwide.asp,SANTURCE,114,PONCE,110,26-29-17-21-21-0,28-21-19-25-17-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011020072326id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21304&GRUPO=PO99&SERIE=4,2026-09-08T15:37:10Z
BS21304,2001,2001-09-04,gamestatwide.asp,SANTURCE,114,PONCE,110,26-29-17-21-21-0,28-21-19-25-17-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011101184326id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21304&grupo=,2026-09-08T15:38:26Z
BS21305,2001,2001-09-05,gamestatwide.asp,BAYAMON,101,SAN GERMAN,96,28-16-33-24-0-0,24-16-26-30-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011020073637id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21305&GRUPO=PO99&SERIE=4,2026-09-08T15:37:15Z
BS21306,2001,2001-09-06,gamestatwide.asp,PONCE,96,SANTURCE,108,21-23-26-26-0-0,38-27-16-27-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011201085750id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21306&GRUPO=PO99&SERIE=4,2026-09-08T15:39:34Z
