season,team_raw,serie,jersey,player_raw,games,minutes,fgm,fga,tpm,tpa,ftm,fta,dreb,treb,ast,stl,blk,tov,pts,ppg,fg_pct,confidence,source_id,source_url,retrieved_at,capture_date
2001,Maratonistas de Coamo,Serie Regular,15,"Luna, M.",5,10,1,6,1,3,0,0,1,1,1,0,0,0,3,0.6,0.167,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,16,"Rivera, A.",25,421,47,90,0,3,25,39,44,77,14,11,22,34,119,4.76,0.522,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,17,"Barnes, L.",9,271,67,122,0,4,23,36,44,83,10,13,25,20,157,17.44,0.549,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,17,"Deem, A.",1,37,13,20,0,0,1,3,8,10,3,3,1,2,27,27.0,0.65,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,17,"Shamsid Deen, A.",5,174,36,65,0,0,13,17,30,55,11,3,7,10,85,17.0,0.554,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,17,"Watson, A.",11,353,86,164,4,12,39,53,53,86,10,4,15,45,215,19.55,0.524,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,18,"Rodriguez, E.",3,6,0,2,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,19,"Latimer, A.",7,214,31,92,5,31,16,36,33,46,13,5,10,26,83,11.86,0.337,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,20,"Novas, R.",8,137,21,35,0,0,2,4,13,31,2,1,0,8,44,5.5,0.6,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,44,"Casablanca, F.",8,33,9,14,0,0,5,6,5,7,2,0,0,5,23,2.88,0.643,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,2,"Aponte, R.",1,6,0,0,0,0,0,0,2,2,0,0,0,1,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,2,"Montes, R.",12,59,6,20,0,4,3,5,5,10,2,0,0,3,15,1.25,0.3,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,4,"Bailey, C.",7,33,2,11,1,4,3,4,4,7,1,1,1,4,8,1.14,0.182,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,4,"De Jesus, A.",12,415,84,211,26,91,28,51,26,38,56,36,0,41,222,18.5,0.398,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,5,"Amaro, E.",8,20,1,11,0,3,0,0,3,5,4,0,0,3,2,0.25,0.091,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,10,"Rivera, C.",26,640,81,229,37,101,32,43,48,61,57,24,0,47,231,8.88,0.354,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,11,"Aviles, G.",2,7,1,7,0,3,3,4,0,1,0,2,0,0,5,2.5,0.143,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,11,"Carter, J.",14,518,109,236,24,66,65,74,35,46,79,9,1,46,307,21.93,0.462,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,13,"Benson, M.",14,351,47,108,32,69,16,17,23,36,22,9,5,28,142,10.14,0.435,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,13,"Davila, F.",10,107,13,34,0,0,1,4,14,29,1,1,2,8,27,2.7,0.382,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,14,"Voce, G.",6,157,19,45,1,7,12,17,33,42,6,2,2,4,51,8.5,0.422,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,15,"Rivera, D.",26,586,75,143,3,21,22,36,61,109,32,18,14,48,175,6.73,0.524,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,17,"Colon, G.",22,292,21,78,10,51,7,12,26,34,10,5,3,12,59,2.68,0.269,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,18,"Rosario, J.",26,749,147,320,0,2,58,78,107,190,21,15,9,48,352,13.54,0.459,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,20,"Malpica, K.",16,135,24,60,4,12,11,14,11,19,6,15,1,19,63,3.94,0.4,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,33,"Paniagua, A.",9,224,36,76,13,31,3,6,26,47,14,9,7,14,88,9.78,0.474,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,34,"Echevarria, A.",2,37,7,12,0,0,2,4,5,10,3,2,0,1,16,8.0,0.583,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,34,"Echevarria, T.",15,343,60,136,0,5,18,25,76,123,11,7,4,27,138,9.2,0.441,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,40,"Santiago, R.",14,90,21,35,2,7,4,6,5,17,1,3,1,6,48,3.43,0.6,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,55,"Long, A.",6,165,39,82,1,9,4,10,52,72,8,10,12,20,83,13.83,0.476,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Brujos de Guayama,Serie Regular,55,"Wiley, J.",9,291,43,87,1,5,27,34,59,84,15,5,3,27,114,12.67,0.494,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061544id_/http://bsnpr.com:80/equiposstat.asp?t=GU++++++++&serie=1,2026-09-08T13:56:28Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,4,"De Jesus, A.",14,425,56,126,27,72,30,46,28,36,66,27,4,33,169,12.07,0.444,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,4,"Padilla, G.",9,30,0,3,0,1,5,6,2,4,6,1,0,5,5,0.56,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,5,"Barea, J.",13,42,10,19,5,8,2,4,4,4,6,2,1,7,27,2.08,0.526,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,6,"Garcia, E.",26,439,74,148,25,80,31,40,20,34,34,15,0,25,204,7.85,0.5,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,7,"Soto, E.",1,6,0,1,0,0,0,0,0,0,0,0,1,3,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,7,"Verdejo, J.",2,17,5,8,0,1,1,2,0,0,0,1,0,2,11,5.5,0.625,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,8,"Melendez, F.",5,17,4,11,1,5,2,2,1,1,0,0,0,0,11,2.2,0.364,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,9,"Carter, J.",12,399,77,157,9,22,54,58,45,53,63,16,1,29,217,18.08,0.49,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,9,"Davila, F.",8,58,6,9,0,0,3,7,6,11,0,0,1,5,15,1.88,0.667,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,10,"Guibert, A.",14,409,84,126,1,1,46,56,88,129,23,10,4,27,215,15.36,0.667,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,10,"Meyers, G.",6,121,14,20,0,0,0,3,18,23,3,4,0,9,28,4.67,0.7,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,11,"Ortiz, F.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,12,"Vega, O.",23,581,116,258,32,81,58,72,80,114,39,13,10,51,322,14.0,0.45,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,13,"Brown, T.",26,554,87,196,25,73,30,44,43,66,45,25,2,37,229,8.81,0.444,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,14,"Borrell, L.",6,229,52,119,2,10,22,27,48,65,8,9,4,11,128,21.33,0.437,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,14,"Nolan, N.",19,687,206,373,11,34,96,131,120,168,32,15,13,61,519,27.32,0.552,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,15,"Ortiz, R.",10,77,18,30,3,9,0,1,11,15,4,1,2,7,39,3.9,0.6,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,16,"Zayas, H.",1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,17,"Martinez, F.",24,371,48,129,26,79,8,10,35,42,24,8,5,15,130,5.42,0.372,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,18,"Vazquez, D.",25,282,23,45,5,14,12,20,30,39,31,8,9,26,63,2.52,0.511,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,19,"Latson, T.",26,441,45,73,0,1,23,48,82,115,15,6,1,30,113,4.35,0.616,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Indios de Mayaguez,Serie Regular,21,"Carmona, A.",5,37,8,13,0,1,0,0,4,5,6,1,1,5,16,3.2,0.615,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804063135id_/http://bsnpr.com:80/equiposstat.asp?t=MA++++++++&serie=1,2026-09-08T13:56:30Z,2001-08-04
2001,Leones de Ponce,Serie Regular,1,"Morales, F.",23,560,97,198,12,42,43,69,89,135,25,18,1,49,249,10.83,0.49,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,4,"Colon, J.",25,753,114,271,43,106,70,81,79,101,138,33,5,68,341,13.64,0.421,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,5,"Agosto, J.",24,506,73,184,37,108,18,28,41,58,32,11,2,36,201,8.38,0.397,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,6,"Lockhart, I.",26,849,166,296,17,45,28,51,235,350,47,31,7,64,377,14.5,0.561,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,7,"Orta, R.",10,19,6,11,2,3,3,5,2,5,2,2,0,3,17,1.7,0.545,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,8,"Ramirez, S.",13,79,13,40,4,19,0,0,12,19,7,0,4,8,30,2.31,0.325,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,9,"Echevarria, A.",1,5,2,3,1,1,1,2,2,3,2,0,0,0,6,2.75,0.5,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,10,"Hatton, B.",25,585,120,247,17,66,10,22,36,69,104,28,1,48,267,10.68,0.486,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,11,"Casiano, E.",23,625,164,341,48,137,105,122,32,38,64,20,2,53,481,20.91,0.481,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,12,"Ricardo, O.",17,126,12,19,0,0,11,23,23,37,2,3,7,12,35,2.06,0.632,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,13,"Jourdon, K.",20,483,84,145,8,27,37,50,55,93,38,23,6,34,213,10.65,0.579,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,14,"Delgado, A.",1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,15,"Colon, G.",6,14,9,14,1,2,2,8,3,6,0,1,2,1,21,3.5,0.643,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,16,"Martinez, R.",16,199,23,41,12,25,4,5,36,41,6,6,1,16,62,3.88,0.561,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,17,"Collado, R.",18,186,13,23,0,1,3,7,31,46,5,4,2,9,29,1.61,0.565,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,21,"Mendez, O.",3,4,0,3,0,2,0,0,0,0,1,0,0,1,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,25,"Montalvo, J.",7,15,2,10,1,3,0,0,1,3,1,0,0,4,5,0.71,0.2,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,33,"Soto, E.",15,173,16,36,7,14,6,10,24,35,7,3,6,7,45,3.0,0.444,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Leones de Ponce,Serie Regular,69,"Echevarria, A.",4,41,5,10,0,0,1,1,4,8,2,1,1,5,11,2.75,0.5,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804065713id_/http://bsnpr.com:80/equiposstat.asp?t=PO++++++++&serie=1,2026-09-08T13:56:34Z,2001-08-04
2001,Cangrejeros de Santurce,Serie Regular,1,"Lopez, J.",21,111,5,19,0,7,11,14,13,18,16,7,0,9,21,1.0,0.263,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,4,"Ortiz, J.",23,708,193,335,5,21,61,93,186,232,64,24,46,62,452,19.65,0.576,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,5,"Santiago, O.",24,796,125,270,61,171,42,51,59,75,164,46,0,55,353,14.71,0.463,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,7,"Arroyo, C.",8,259,60,123,13,41,31,44,21,23,48,14,1,24,164,20.5,0.488,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,8,"Johnson, D.",12,346,67,123,6,23,32,41,54,80,18,17,1,19,172,14.33,0.545,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,8,"Trimminhan, L.",12,320,92,156,1,5,42,56,61,94,14,20,18,41,227,18.92,0.59,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,9,"Santiago, E.",24,465,87,175,16,37,28,38,40,53,71,17,0,25,218,9.08,0.497,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,10,"Arroyo, A.",12,58,3,15,1,6,7,8,4,5,6,1,1,4,14,1.17,0.2,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,11,"Benson, M.",25,629,81,180,57,121,37,40,50,76,46,18,10,54,256,10.24,0.45,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,11,"Domenech, I.",2,5,2,2,0,0,0,0,0,1,0,1,0,2,4,2.0,1.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,12,"Hourrutiner, R.",24,675,112,206,27,65,29,37,77,103,70,22,4,54,280,11.67,0.544,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,22,"Villegas, S.",5,21,1,12,0,5,1,2,4,5,1,2,0,5,3,0.6,0.083,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,31,"Rosario, R.",17,192,29,72,5,20,12,16,25,30,11,17,6,25,75,4.41,0.403,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
2001,Cangrejeros de Santurce,Serie Regular,33,"Falcon, A.",26,470,107,166,0,1,37,72,53,89,30,24,4,40,251,9.65,0.645,single-source,wayback_bsnpr_root,https://web.archive.org/web/20011005063302id_/http://www.bsnpr.com:80/equiposstat.asp?t=SA,2026-09-08T13:56:37Z,2001-10-05
